,County/Parish,"Notice
Date","Received
Date","Effective 
Date",Company,"Layoff/
Closure","No. Of
Employees",Address
436,Alameda County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,7,6422 Commerce Dr.  Fremont CA 94555
437,Alameda County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,64,6591 Dumbarton Cir.  Fremont CA 94555
438,Alameda County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,18,6700 Dumbarton Cir.  Fremont CA 94555
439,Alameda County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,13,6504 Kaiser Dr.  Fremont CA 94555
440,Alameda County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,14,6552 Kaiser Dr.  Fremont CA 94555
441,Alameda County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,3,6530 Paseo Padre Pkwy  Fremont CA 94555
442,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,67,311 Airport Blvd.  Burlingame CA 94010
443,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,32,312 Airport Blvd.  Burlingame CA 94010
444,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,34,322 Airport Blvd.  Burlingame CA 94010
445,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,46,333 Airport Blvd.  Burlingame CA 94010
446,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,85,1 Hacker Way  Menlo Park CA 94025
447,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,32,10 Hacker Way  Menlo Park CA 94025
448,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,139,12 Hacker Way  Menlo Park CA 94025
449,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,241,15 Hacker Way  Menlo Park CA 94025
450,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,140,17 Hacker Way  Menlo Park CA 94025
451,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,142,105 Constitution Dr.  Menlo Park CA 94025
452,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,60,135 Constitution Dr.  Menlo Park CA 94025
453,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,632,260 Constitution Dr.  Menlo Park CA 94025
454,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,77,162 Jefferson Dr.  Menlo Park CA 94025
455,San Mateo County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,94,200 Jefferson Dr.  Menlo Park CA 94025
456,Santa Clara County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,98,900 Discovery Way  Sunnyvale CA 94089
457,Santa Clara County,2022-11-11 00:00:00,2022-12-02 00:00:00,2023-01-13 00:00:00,"Meta Platforms, Inc.",Layoff Permanent,139,1180 Discovery Way  Sunnyvale CA 94089
458,Santa Clara County,2022-11-15 00:00:00,2022-12-05 00:00:00,2023-01-17 00:00:00,Amazon,Layoff Permanent,31,1120 Enterprise Way  Sunnyvale CA 94089
459,Santa Clara County,2022-11-15 00:00:00,2022-12-05 00:00:00,2023-01-17 00:00:00,Amazon,Layoff Permanent,73,1100 Enterprise Way  Sunnyvale CA 94089
460,Santa Clara County,2022-11-15 00:00:00,2022-12-05 00:00:00,2023-01-17 00:00:00,Amazon,Layoff Permanent,14,1160 Enterprise Way  Sunnyvale CA 94089
461,Santa Clara County,2022-11-15 00:00:00,2022-12-05 00:00:00,2023-01-17 00:00:00,Amazon,Layoff Permanent,55,905 11th Avenue  Sunnyvale CA 94089
462,Santa Clara County,2022-11-15 00:00:00,2022-12-05 00:00:00,2023-01-17 00:00:00,Amazon,Layoff Permanent,44,1100 Discovery Way  Sunnyvale CA 94089
463,Santa Clara County,2022-11-15 00:00:00,2022-12-05 00:00:00,2023-01-17 00:00:00,Amazon,Layoff Permanent,46,1140 Enterprise Way  Sunnyvale CA 94089
464,San Diego County,2022-11-21 00:00:00,2022-12-05 00:00:00,2023-01-23 00:00:00,"P.F. Automotive, LLC dba Penske Ford",Closure Permanent,150,8970 La Mesa Blvd.  La Mesa CA 91942
465,San Diego County,2022-11-21 00:00:00,2022-12-05 00:00:00,2023-01-23 00:00:00,"P.L. Automotive, LLC dba Penske Lincoln",Closure Permanent,22,8850 Grossmont Blvd.  La Mesa CA 91942
466,Monterey County,2022-11-28 00:00:00,2022-12-06 00:00:00,2023-01-29 00:00:00,PD Systems,Layoff Temporary,48,"Fort Hunter Liggett, Building 3360 Hunter Liggett Road Jolon CA 93928"
467,Alameda County,2022-11-29 00:00:00,2022-12-06 00:00:00,2022-12-31 00:00:00,"Brown & Toland Professional Services Organization, Inc., wholly-owned subsidiary of Altais",Layoff Permanent,26,601 12th Street  Oakland CA 94607
468,San Joaquin County,2022-11-28 00:00:00,2022-12-06 00:00:00,2023-01-30 00:00:00,"Reyes Coca-Cola Bottling, LLC",Layoff Permanent,82,1467 El Pinal Drive  Stockton CA 95205
469,Los Angeles County,2022-12-01 00:00:00,2022-12-07 00:00:00,2023-01-30 00:00:00,"Hyperloop Technologies, Inc. dba Hyperloop One",Layoff Permanent,19,2159 Bay St.  Los Angeles CA 90021
470,Orange County,2022-12-01 00:00:00,2022-12-07 00:00:00,2023-01-31 00:00:00,Sciolex Corporation,Layoff Permanent,461,24000 Avila Road  Laguna Niguel CA 92677
471,Sacramento County,2022-11-29 00:00:00,2022-12-07 00:00:00,2022-11-29 00:00:00,Reverse Mortgage Funding LLC,Layoff Permanent,44,"2355 Gold Meadow Way, Ste. 150  Rancho Cordova CA 95670"
472,San Diego County,2022-11-30 00:00:00,2022-12-07 00:00:00,2023-01-30 00:00:00,"CoStar Group, Inc.",Layoff Permanent,14,"8910 University Center Lane, Suite 300  San Diego CA 92122"
473,Ventura County,2022-11-29 00:00:00,2022-12-07 00:00:00,2023-01-28 00:00:00,"Zume, Inc.",Layoff Permanent,61,151 Factory Stores Dr.  Camarillo CA 93010
474,Los Angeles County,2022-12-01 00:00:00,2022-12-07 00:00:00,2023-02-01 00:00:00,"Age of Learning, Inc.",Layoff Permanent,128,101 N. Brand Blvd.  Glendale CA 91203
475,Los Angeles County,2022-12-01 00:00:00,2022-12-08 00:00:00,2023-01-31 00:00:00,"Peloton Interactive, Inc.",Closure Permanent,4,107 West Colorado Blvd. Pasadena Retail Showroom Pasadena CA 91105
476,San Mateo County,2022-12-01 00:00:00,2022-12-08 00:00:00,2023-01-31 00:00:00,Plenty Unlimited Inc.,Closure Permanent,18,590 Eccles Ave.  South San Francisco CA 94080
477,San Diego County,2022-12-02 00:00:00,2022-12-08 00:00:00,2023-01-31 00:00:00,"Inscripta, Inc.",Closure Permanent,23,5764 Pacific Center Drive  San Diego CA 92130
478,Santa Clara County,2022-12-01 00:00:00,2022-12-08 00:00:00,2023-03-26 00:00:00,Bed Bath & Beyond Inc.,Closure Permanent,36,5353 Almaden Expressway  San Jose CA 95118
479,Stanislaus County,2022-12-01 00:00:00,2022-12-08 00:00:00,2023-01-30 00:00:00,La Tortilla Factory's Ceres Depot,Closure Permanent,5,1992 Rockefeller Drive Suite 500  Ceres CA 95307
480,Marin County,2022-12-01 00:00:00,2022-12-08 00:00:00,2023-01-31 00:00:00,"Peloton Interactive, Inc.",Closure Permanent,3,1614 Redwood Highway Corte Madera Retail Showroom Corte Madera CA 94925
481,Alameda County,2022-12-06 00:00:00,2022-12-09 00:00:00,2023-02-23 00:00:00,"Medical Device Business Services, Inc.",Layoff Permanent,2,47709-47733 Fremont Boulevard  Fremont CA 94538
482,Alameda County,2022-12-06 00:00:00,2022-12-09 00:00:00,2023-02-23 00:00:00,DePuy Synthes Products Inc.,Layoff Permanent,9,47709-47733 Fremont Boulevard  Fremont CA 94538
483,San Francisco County,2022-12-01 00:00:00,2022-12-09 00:00:00,2023-01-31 00:00:00,BloomTech Inc. dba Bloom Institute of Technology,Layoff Permanent,60,548 Market St. #69148  San Francisco CA 94104
484,Los Angeles County,2022-12-02 00:00:00,2022-12-09 00:00:00,2023-01-30 00:00:00,"Happy Money, Inc.",Layoff Permanent,152,"21515 Hawthorne Blvd., Suite 200  Torrance CA 90503"
485,Alameda County,2022-11-30 00:00:00,2022-12-12 00:00:00,2023-01-30 00:00:00,Festo Corporation,Layoff Permanent,1,6052 Industrial Way  Livermore CA 94551
486,Alameda County,2022-11-30 00:00:00,2022-12-12 00:00:00,2023-01-30 00:00:00,Festo Corporation,Layoff Permanent,16,550 Commerce Way  Livermore CA 94551
487,Los Angeles County,2022-12-09 00:00:00,2022-12-12 00:00:00,2023-02-07 00:00:00,"Omaze, Inc.",Layoff Permanent,103,4840 Alla Road  Los Angeles CA 90066
488,Santa Clara County,2022-12-09 00:00:00,2022-12-12 00:00:00,2023-02-07 00:00:00,Quanergy,Layoff Permanent,72,433 Lakeside Dr.  Sunnyvale CA 94085
489,San Diego County,2022-11-15 00:00:00,2022-12-12 00:00:00,2022-11-15 00:00:00,Thermo Fisher,Layoff Permanent,9,5781 Van Allen Way  Carlsbad CA 92008
490,San Diego County,2022-11-15 00:00:00,2022-12-12 00:00:00,2022-11-15 00:00:00,Thermo Fisher,Layoff Permanent,1,6190 Cornerstone Court  San Diego CA 92121
491,Los Angeles County,2022-11-30 00:00:00,2022-12-13 00:00:00,2023-03-01 00:00:00,"Doordash, Inc.",Layoff Permanent,75,"1840 Century Park East, 6th Floor  Los Angeles CA 90067"
492,Los Angeles County,2022-12-06 00:00:00,2022-12-13 00:00:00,2023-02-04 00:00:00,"BuzzFeed Media Enterprises, Inc.",Layoff Permanent,54,1135 N Highland Ave  Los Angeles CA 90038
493,Los Angeles County,2022-12-01 00:00:00,2022-12-13 00:00:00,2023-01-31 00:00:00,Videndum Production Solutions,Closure Permanent,14,687 S. Anderson St.  Los Angeles CA 90023
494,Los Angeles County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-02-06 00:00:00,"Instil Bio, Inc.",Layoff Permanent,89,18424 Oxnard Street  Tarzana CA 91356
495,Orange County,2022-11-30 00:00:00,2022-12-13 00:00:00,2023-01-31 00:00:00,"Southern California Technical Arts, Inc.",Closure Permanent,53,9700 Toledo Way  Irvine CA 92618
496,San Bernardino County,2022-11-23 00:00:00,2022-12-13 00:00:00,2023-01-21 00:00:00,"Columbia Steel, Inc.",Closure Permanent,93,2175 N. Linden Avenue  Rialto CA 92377
497,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2022-12-09 00:00:00,"Borrego Energy, LLC",Layoff Permanent,12,5005 Texas St. Suite 400  San Diego CA 92108
498,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-03-03 00:00:00,"Borrego Energy, LLC",Layoff Permanent,1,5005 Texas St. Suite 400  San Diego CA 92108
499,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-03-31 00:00:00,"Borrego Energy, LLC",Layoff Permanent,10,5005 Texas St. Suite 400  San Diego CA 92108
500,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-06-23 00:00:00,"Borrego Energy, LLC",Layoff Permanent,5,5005 Texas St. Suite 400  San Diego CA 92108
501,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-07-21 00:00:00,"Borrego Energy, LLC",Layoff Permanent,5,5005 Texas St. Suite 400  San Diego CA 92108
502,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-08-18 00:00:00,"Borrego Energy, LLC",Layoff Permanent,1,5005 Texas St. Suite 400  San Diego CA 92108
503,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-09-01 00:00:00,"Borrego Energy, LLC",Layoff Permanent,4,5005 Texas St. Suite 400  San Diego CA 92108
504,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-09-29 00:00:00,"Borrego Energy, LLC",Layoff Permanent,6,5005 Texas St. Suite 400  San Diego CA 92108
505,San Diego County,2022-12-07 00:00:00,2022-12-13 00:00:00,2024-03-01 00:00:00,"Borrego Energy, LLC",Layoff Permanent,1,5005 Texas St. Suite 400  San Diego CA 92108
506,San Francisco County,2022-11-30 00:00:00,2022-12-13 00:00:00,2023-03-01 00:00:00,"Doordash, Inc.",Layoff Permanent,311,"303 2nd Street, South Tower, 8th Floor  San Francisco CA 94107"
507,San Francisco County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-02-06 00:00:00,Plaid Inc.,Layoff Permanent,59,1098 Harrison Street  San Francisco CA 94103
508,Ventura County,2022-12-07 00:00:00,2022-12-13 00:00:00,2023-02-06 00:00:00,"Instil Bio, Inc.",Layoff Permanent,63,1535 Rancho Conejo Blvd  Newbury Park CA 91320
509,Yolo County,2022-12-12 00:00:00,2022-12-13 00:00:00,2023-03-05 00:00:00,"Pioneer Hi-Bred International, Inc. (&ldquo;Corteva Agriscience or &ldquo;Corteva&rdquo;)",Closure Permanent,22,18285 Country Road 96 Woodland CA 95695
510,Yolo County,2022-12-12 00:00:00,2022-12-13 00:00:00,2023-05-28 00:00:00,"Pioneer Hi-Bred International, Inc. (&ldquo;Corteva Agriscience or &ldquo;Corteva&rdquo;)",Closure Permanent,29,18285 Country Road 96 Woodland CA 95695
511,Alameda County,2022-12-14 00:00:00,2022-12-14 00:00:00,2023-02-12 00:00:00,DHL Supply Chain,Layoff Permanent,350,1201 Voyager Street  Livermore CA 94551
512,Alameda County,2022-12-14 00:00:00,2022-12-14 00:00:00,2023-02-12 00:00:00,DHL Supply Chain,Layoff Permanent,44,"7364 Marathon Drive, Suite B  Livermore CA 94550"
513,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2022-12-09 00:00:00,"Borrego Energy, LLC",Layoff Permanent,7,"1814 Franklin St., Suite 700  Oakland CA 94612"
514,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2022-12-23 00:00:00,"Borrego Energy, LLC",Layoff Permanent,1,"1814 Franklin St., Suite 700  Oakland CA 94612"
515,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2023-02-03 00:00:00,"Borrego Energy, LLC",Layoff Permanent,1,"1814 Franklin St., Suite 700  Oakland CA 94612"
516,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2023-03-31 00:00:00,"Borrego Energy, LLC",Layoff Permanent,3,"1814 Franklin St., Suite 700  Oakland CA 94612"
517,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2023-04-28 00:00:00,"Borrego Energy, LLC",Layoff Permanent,1,"1814 Franklin St., Suite 700  Oakland CA 94612"
518,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2023-06-23 00:00:00,"Borrego Energy, LLC",Layoff Permanent,5,"1814 Franklin St., Suite 700  Oakland CA 94612"
519,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2023-07-21 00:00:00,"Borrego Energy, LLC",Layoff Permanent,4,"1814 Franklin St., Suite 700  Oakland CA 94612"
520,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2023-08-28 00:00:00,"Borrego Energy, LLC",Layoff Permanent,1,"1814 Franklin St., Suite 700  Oakland CA 94612"
521,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2023-09-01 00:00:00,"Borrego Energy, LLC",Layoff Permanent,7,"1814 Franklin St., Suite 700  Oakland CA 94612"
522,Alameda County,2022-12-07 00:00:00,2022-12-14 00:00:00,2023-09-29 00:00:00,"Borrego Energy, LLC",Layoff Permanent,5,"1814 Franklin St., Suite 700  Oakland CA 94612"
523,San Bernardino County,2022-11-21 00:00:00,2022-12-14 00:00:00,2022-11-21 00:00:00,"United Furniture Industries, Inc.",Layoff Permanent,261,"13133 Innovation Drive, Suite 200  Victorville CA 92394"
524,San Francisco County,2022-12-08 00:00:00,2022-12-14 00:00:00,2022-12-15 00:00:00,Formagrid Inc dba Airtable,Layoff Permanent,111,"799 Market Street, 8th Floor  San Francisco CA 94103"
525,Los Angeles County,2022-11-15 00:00:00,2022-12-15 00:00:00,2023-01-17 00:00:00,Pennymac,Layoff Permanent,8,251 S. Lake Avenue  Pasadena CA 91101
526,Placer County,2022-11-15 00:00:00,2022-12-15 00:00:00,2023-01-17 00:00:00,Pennymac,Layoff Permanent,3,3013 Douglas Blvd.  Roseville CA 95661
527,Los Angeles County,2022-11-15 00:00:00,2022-12-15 00:00:00,2023-01-17 00:00:00,Pennymac,Layoff Permanent,19,29903 Agoura Road  Agoura Hills CA 91301
528,Ventura County,2022-11-15 00:00:00,2022-12-15 00:00:00,2023-01-17 00:00:00,Pennymac,Layoff Permanent,1,3043 Townsgate Rd  Westlake Village CA 91361
529,San Mateo County,2022-12-13 00:00:00,2022-12-15 00:00:00,2023-02-10 00:00:00,Aimmune Therapeutics Inc.,Layoff Permanent,75,8000 Marina Blvd.  Brisbane CA 94005
530,Orange County,2022-12-13 00:00:00,2022-12-15 00:00:00,2023-03-03 00:00:00,"OFS Brands, Inc. and Styline Logistics, Inc.",Closure Permanent,60,5559 McFadden Avenue Plant 40 Huntington Beach CA 92649
531,Orange County,2022-12-08 00:00:00,2022-12-15 00:00:00,2023-03-31 00:00:00,Quest HealthConnect,Layoff Permanent,7,1231 E. Dyer Rd Suite 200 Santa Ana CA 92705
532,Ventura County,2022-11-15 00:00:00,2022-12-15 00:00:00,2023-01-17 00:00:00,Pennymac,Layoff Permanent,1,112 Lakeview Canyon Road  Thousand Oaks CA 91362
533,Ventura County,2022-12-12 00:00:00,2022-12-15 00:00:00,2023-02-21 00:00:00,Pennymac,Layoff Permanent,1,112 Lakeview Canyon Road  Thousand Oaks CA 91362
534,Ventura County,2022-11-15 00:00:00,2022-12-15 00:00:00,2023-01-17 00:00:00,Pennymac,Layoff Permanent,2,6101 Condor Drive  Moorpark CA 93021
535,Orange County,2022-11-18 00:00:00,2022-12-16 00:00:00,2023-02-04 00:00:00,Rume Heath LLC,Layoff Permanent,110,18800 Delaware Street Suite 800  Huntington Beach CA 92648
536,San Bernardino County,2022-12-16 00:00:00,2022-12-16 00:00:00,2023-02-24 00:00:00,Yinlun TDI LLC.,Layoff Permanent,34,4850 E Airport Dr.  Ontario CA 91761
537,San Diego County,2022-12-06 00:00:00,2022-12-16 00:00:00,2023-02-07 00:00:00,Qualcomm,Layoff Permanent,153,5775 Morehouse Drive  San Diego CA 92121
538,Los Angeles County,2022-12-15 00:00:00,2022-12-19 00:00:00,2023-02-14 00:00:00,Get Heal Inc. and Heal Doctors P.C.,Closure Permanent,182,"4553 Glencoe Ave, Suite 320  Marina Del Rey CA 90292"
539,Orange County,2022-11-18 00:00:00,2022-12-19 00:00:00,2023-01-20 00:00:00,COVID Clinic,Layoff Permanent,12,"8941 Atlanta Ave, Suite 402  Huntington Beach CA 92646"
540,San Diego County,2022-11-15 00:00:00,2022-12-19 00:00:00,2022-11-15 00:00:00,"Aerotek, Inc.",Layoff Permanent,141,9440 Carroll Park Drive  San Diego CA 92121
541,Los Angeles County,2022-12-15 00:00:00,2022-12-20 00:00:00,2022-12-16 00:00:00,Los Angeles Laundry Inc.,Closure Permanent,108,6032 Shull Street  Bell Gardens CA 90201
542,San Luis Obispo County,2022-12-19 00:00:00,2022-12-20 00:00:00,2023-02-28 00:00:00,Phillips 66,Closure Permanent,45,2555 Willow Road  Arroyo Grande CA 93420
543,Fresno County,2022-12-13 00:00:00,2022-12-21 00:00:00,2023-01-31 00:00:00,Crothall Healthcare,Layoff Permanent,57,2823 Fresno ST  Fresno CA 93721
544,Fresno County,2022-12-13 00:00:00,2022-12-21 00:00:00,2023-01-31 00:00:00,Crothall Healthcare,Layoff Permanent,15,2755 Herndon Ave  Clovis CA 93611
545,Los Angeles County,2022-12-08 00:00:00,2022-12-21 00:00:00,2023-03-31 00:00:00,"Avcorp Composite Fabrication, Inc.",Closure Permanent,47,1600 W. 135th Street  Gardena CA 90249
546,Los Angeles County,2022-12-21 00:00:00,2022-12-22 00:00:00,2023-02-12 00:00:00,Company 3/Method Inc.,Layoff Permanent,54,3401 Exposition Blvd.  Santa Monica CA 90404
547,Orange County,2022-12-14 00:00:00,2022-12-22 00:00:00,2023-02-15 00:00:00,JC Ford,Layoff Permanent,39,901 S. Leslie Street  La Habra CA 90631
548,Orange County,2022-12-14 00:00:00,2022-12-22 00:00:00,2023-03-15 00:00:00,JC Ford,Layoff Permanent,9,901 S. Leslie Street  La Habra CA 90631
549,Orange County,2022-12-14 00:00:00,2022-12-22 00:00:00,2023-03-31 00:00:00,JC Ford,Layoff Permanent,30,901 S. Leslie Street  La Habra CA 90631
550,San Diego County,2022-12-21 00:00:00,2022-12-22 00:00:00,2023-02-18 00:00:00,"TuSimple, Inc.",Layoff Permanent,143,9191 Towne Centre Drive  San Diego CA 92122
551,Santa Clara County,2022-11-17 00:00:00,2022-12-22 00:00:00,2022-12-16 00:00:00,"Roku, Inc.",Layoff Permanent,93,1155 Coleman Avenue  San Jose CA 95110
552,Ventura County,2022-12-14 00:00:00,2022-12-22 00:00:00,2023-02-20 00:00:00,"Principal Lighting Group LLC dba Sloan LED, Inc.",Layoff Permanent,35,5725 Olivas Park Drive  Ventura CA 93003
553,Ventura County,2022-12-14 00:00:00,2022-12-22 00:00:00,2023-02-20 00:00:00,Principal Lighting Group LLC dba Sloan LED Inc.,Layoff Permanent,7,"6050 King Drive, Suite B  Ventura CA 93003"
554,Fresno County,2022-12-22 00:00:00,2022-12-23 00:00:00,2023-03-03 00:00:00,Schneider Electric,Closure Permanent,2,"200 W. Pontiac Way, Bldg 5  Clovis CA 93612"
555,Santa Clara County,2022-12-19 00:00:00,2022-12-23 00:00:00,2023-03-10 00:00:00,Epitomics Inc. dba Abeam Milpitas,Closure Permanent,30,155 S Milpitas Blvd  Milpitas CA 95035
556,Orange County,2022-12-23 00:00:00,2022-12-23 00:00:00,2023-01-20 00:00:00,"Ghost Management Group, LLC",Layoff Permanent,51,41 Discovery  Irvine CA 92618
557,Sacramento County,2022-12-22 00:00:00,2022-12-23 00:00:00,2023-03-10 00:00:00,Reverse Mortgage Funding LLC,Layoff Permanent,2,"2355 Gold Meadow Way, Ste. 150  Rancho Cordova CA 95670"
558,Santa Clara County,2022-12-16 00:00:00,2022-12-27 00:00:00,2023-03-17 00:00:00,GlobalFoundries US Inc.,Layoff Permanent,50,2600 Great America Way Santa Clara Gateway Santa Clara CA 95054
559,Alameda County,2022-12-27 00:00:00,2022-12-28 00:00:00,2023-03-31 00:00:00,Teleflex LLC and NeoTract Inc,Closure Permanent,73,4155 Hopyard Road  Pleasanton CA 94588
560,Alameda County,2022-12-27 00:00:00,2022-12-28 00:00:00,2023-03-31 00:00:00,Teleflex LLC and NeoTract Inc,Closure Permanent,5,1963 Rutan Dr.  Livermore CA 94551
561,Los Angeles County,2022-12-28 00:00:00,2022-12-29 00:00:00,2023-02-26 00:00:00,"PHC Facilities, Inc.",Closure Permanent,68,1555 Newton Street  Los Angeles CA 90021
562,Santa Clara County,2022-12-15 00:00:00,2022-12-29 00:00:00,2022-11-01 00:00:00,"Argo AI, LLC",Closure Permanent,257,1450 Page Mill Rd.  Palo Alto CA 94304
563,Los Angeles County,2022-11-10 00:00:00,2023-01-03 00:00:00,2023-01-15 00:00:00,ICAN-B,Closure Permanent,3,16130 Sherman Way  Van Nuys CA 91406
564,San Mateo County,2022-12-02 00:00:00,2023-01-03 00:00:00,2023-02-03 00:00:00,"Arana Therapeutics, Inc., a company within Teva Pharmaceuticals USA, Inc.",Closure Permanent,30,610 Galveston Drive  Redwood City CA 94063
565,Santa Clara County,2022-12-09 00:00:00,2023-01-04 00:00:00,2023-03-13 00:00:00,"Cisco Systems, Inc.",Layoff Permanent,222,560 McCarthy Blvd.  Milpitas CA 95035
566,San Francisco County,2022-12-09 00:00:00,2023-01-04 00:00:00,2023-03-13 00:00:00,"Cisco Systems, Inc.",Layoff Permanent,80,500 Terry A. Francois Blvd  San Francisco CA 94158
567,Santa Clara County,2022-12-09 00:00:00,2023-01-04 00:00:00,2023-03-13 00:00:00,"Cisco Systems, Inc.",Layoff Permanent,371,170 West Tasman Drive  San Jose CA 95134
568,Los Angeles County,2022-12-29 00:00:00,2023-01-06 00:00:00,2023-03-18 00:00:00,Macys,Closure Permanent,92,4005 Crenshaw Blvd  Los Angeles CA 90008
569,Los Angeles County,2022-12-30 00:00:00,2023-01-06 00:00:00,2023-03-04 00:00:00,Loews Hotels & Co,Closure Temporary,321,1700 Ocean Avenue  Santa Monica CA 90401
570,San Francisco County,2023-01-04 00:00:00,2023-01-06 00:00:00,2023-03-24 00:00:00,"Salesforce, Inc.",Layoff Permanent,650,415 Mission Street  San Francisco CA 94105
571,San Francisco County,2023-01-04 00:00:00,2023-01-06 00:00:00,2023-03-24 00:00:00,"Salesforce, Inc.",Layoff Permanent,1,350 Mission Street  San Francisco CA 94105
572,San Francisco County,2023-01-04 00:00:00,2023-01-06 00:00:00,2023-03-24 00:00:00,"Salesforce, Inc.",Layoff Permanent,52,50 Fremont Street  San Francisco CA 94105
573,San Francisco County,2023-01-04 00:00:00,2023-01-06 00:00:00,2023-03-24 00:00:00,"Salesforce, Inc.",Layoff Permanent,49,500 Howard Street  San Francisco CA 94105
574,Alameda County,2022-09-07 00:00:00,2023-01-10 00:00:00,2022-11-07 00:00:00,Arris Composites,Layoff Permanent,1,745 Heinz Avenue  Berkeley CA 94710
575,Alameda County,2022-09-07 00:00:00,2023-01-10 00:00:00,2022-11-07 00:00:00,Arris Composites,Layoff Permanent,1,765 Heinz Avenue  Berkeley CA 94710
576,Alameda County,2022-09-07 00:00:00,2023-01-10 00:00:00,2022-11-07 00:00:00,Arris Composites,Layoff Permanent,1,715 Dwight Way  Berkeley CA 94710
577,Alameda County,2022-09-07 00:00:00,2023-01-10 00:00:00,2022-11-07 00:00:00,Arris Composites,Layoff Permanent,62,710 Bancroft Way  Berkeley CA 94710
578,Alameda County,2023-01-06 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Jabil Inc.,Layoff Permanent,39,122 Lindbergh Avenue  Livermore CA 94551
579,Alameda County,2023-01-06 00:00:00,2023-01-10 00:00:00,2023-03-07 00:00:00,Jabil Inc.,Layoff Permanent,166,4050 Technology Place  Fremont CA 94538
580,Los Angeles County,2023-01-04 00:00:00,2023-01-10 00:00:00,2023-02-28 00:00:00,Piedmont Airlines Inc. at Long Beach Airport,Closure Permanent,43,4100 Donald Douglas Drive  Long Beach CA 90808
